color,condition,customerReviewAverage,customerReviewCount,description,features,longDescription,manufacturer,modelNumber,name,regularPrice,salePrice,shortDescription,sku,type,upc
Poison Ivy,New,4.6,38.0,,"[{'feature': 'Ceramic Technology\nSilky, Shiny and Frizz-Free Hair Instantly'}, {'feature': 'Floating Plates\nFor Better Grip and Easy Versatile Styling'}, {'feature': 'Digital Display with Mode Setting\nPreset Temperatures for Customized Styling'}, {'feature': 'Ceramic Heater\nAdvanced Technology for 60 Second Heat Up'}, {'feature': 'Maximum Temperature of 425F\nFor Optimal Styling'}]","CHI Original Digital features our iconic Ceramic Technology with a digital temperature display, offering multiple settings for fine, medium and coarse hair.  It delivers shiny smooth and salon quality results without the damage of the high heat.  This special emerald inspired edition is sure to be a timeless addition to any fashionistas beauty essentials.  Create a multitude of styles, whether you prefer to straighten, curl, wave or flip, master your own perfect hair day every day!",CHI,CA2361,CHI - Ceramic Digital Hair Straightener - Poison Ivy,116.62,116.62,,6434850,HardGood,813843042218
Polished Chrome,New,4.2,81.0,,"[{'feature': 'Double-sided design\nRotates 360&#176; for flexibility.'}, {'feature': '7x/1x magnification\nFor up-close viewing.'}, {'feature': 'Illuminated with LED bulbs\nConserve energy and ensure you can see clearly.'}, {'feature': 'Polished chrome-finished frame\nWith a pedestal mount offers a classy look for your bathroom or bedroom.'}, {'feature': '8.5"" x 6.5"" oval design\nLets you see from every angle.'}]","Conair Reflections Collection Mirror: Ensure you look your best before heading out using this mirror, which is lighted with energy-efficient LED bulbs to illuminate your look. Adjustable settings, 7x/1x magnification and 360&#176; rotations help you see every angle.",Conair,BE51LED,Conair - Reflections Collection LED-Lighted Mirror - Polished Chrome,39.99,39.99,,4402400,HardGood,074108247926
Pomegranate,New,,,,"[{'feature': 'Avana Ashbury\nStylish, insulated stainless-steel water bottle with straw for hot and cold beverages.'}, {'feature': 'FreeSip Spout\nPatented drinking system featuring FreeSip spout lets you drink however you prefer&#8212;sip through the built-in straw or tip the bottle back and swig.'}, {'feature': 'Double Wall Insulation\nBPA-free double-wall vacuum insulation keeps drinks cold for up to 24 hours and hot for up to 12 hours.'}, {'feature': 'Carry Loop Included\nLeak-proof lid includes flexible carry loop for added convenience.'}, {'feature': 'Material & Care\nMade from BPA and phthalate-free 18/8 food-grade stainless steel. Hand wash.'}]","The Avana Ashbury 24-Ounce Stainless Steel Double-Wall Insulated Water Bottle brings together timeless design and effortless utility for everyday hydration. Featuring a patented drinking system including the FreeSip spout&#8212;designed for drinking two different ways: sipping upright through the built-in, removable straw or tilting back to swig from the wide-mouth spout opening. Double-wall insulation keeps liquids cold for up to 24 hours or hot for up to 12 hours, and insulates against condensation and heat transfer to the outside, making the bottle suitable for a range of beverages including water, juice, carbonated beverages, tea and coffee. Includes a leak-proof twist cap featuring a flexible carry loop for easy hydration on-the-go. Available in two sizes: 18-ounce or 24-ounce. All materials are BPA and phthalate-free. Hand wash. Manufacturer&#8217;s limited lifetime warranty.",Avana,C03231,Avana - Ashbury Insulated Stainless Steel 24 oz. Water Bottle - Pomegranate,40.0,40.0,,6492683,HardGood,847280052202
Powder Blue,New,4.2,17.0,,"[{'feature': 'Ultimate Protection\n5 layers of superior protection against allergens, particles and pollutants'}, {'feature': 'Adjustable\nAdjustable ear straps to maximize comfort. Flexible wire nose band for a better fit and to help prevent fogging when worn with glasses.'}, {'feature': 'Modern Design\nModern design for maximum breathability. Made with 100% cotton.'}, {'feature': 'Built-in Filter Pouch\nBuilt-in pouch for the use of disposable PM 2.5 filer (sold seperately)'}, {'feature': 'Quantity\n3 Ply reusuable cotton face mask'}]","With a variety of unique features to provide an effective, comfortable fit for men and women, the Powder Blue Weddingstar Adult Reusable/Washable Cloth Face Mask with Filter Pocket is ideal for personal use as you venture outside of the home. Made from a soft, breathable cotton fabric, this non-medical face mask includes an adjustable wire nose piece and ear bands. It offers a secure, non-gaping fit, as well as a pocket that can hold a 5-layer carbon filter for more comprehensive protection against particulates, allergens, and pollutants. The disposable filters are sold separately and should be replaced after each use. More environmentally friendly and cost-effective than disposable masks, this inexpensive cloth face covering is machine washable. Worn properly in addition to other preventive measures a cloth face mask is an ideal, affordable precaution to help protect yourself and others.",Weddingstar,5510-35,Weddingstar - Adult Reusable/Washable Cloth Face Mask with Filter Pocket - Powder Blue,9.99,9.99,,6443026,HardGood,068180064175
Pure White,New,3.9,97.0,,"[{'feature': 'Compatible with Fitbit Inspire and Inspire HR activity trackers\nFor use with your existing device.'}, {'feature': 'Soft silicone material\nProvides a comfortable wearing experience while you stay active.'}, {'feature': 'Adjustable design\nEnsures an optimal fit for wrists 3.86"" - 4.74"" in circumference.'}, {'feature': 'Easy-release connectors\nAllow simple attachment to and removal from your Fitbit Inspire and Inspire HR.'}]","Stay active with this Modal Inspire silicone watch band for Fitbit Inspire and Fitbit Inspire HR. The easy-release connection design simplifies wearing and removal, while the lightweight silicone construction is durable and delivers a comfortable feel. This white Modal Inspire silicone watch band features an adjustable band for easy fitting.",Modal™,MD-FIBSPW,Modal™ - Silicone Band for Fitbit Inspire and Inspire HR - Pure White,7.99,7.99,,6380029,HardGood,600603257681
Purple,New,4.4,13.0,,"[{'feature': 'Expressive print\nHelps you reach your moment of Zen.'}, {'feature': 'Textured nonslip surface\nLets you perform each pose with complete comfort and stability.'}, {'feature': 'Easily rolls up\nOffers convenient storage and transportation.'}]","Improve your flexibility in comfort with this Lotus yoga mat. Its textured nonslip surface makes it ideal for any type of floor exercise, such as Pilates, and it can be rolled up for easy storage or taking to class. This 3mm Lotus yoga mat features an attractive printed pattern.",Lotus,LYYM415,Lotus - Moroccan Sun Printed Yoga Mat - Purple,9.99,9.99,,6261089,HardGood,074345851221
Purple,New,4.2,5.0,,"[{'feature': 'Sonic Waves\nSONA 2&#8217;s sonic waves are softer but still deliver quick and gentle clitoral stimulation, without making direct contact with the skin.'}, {'feature': 'Larger Surface Area for Deep Pleasure\nSofter, deeper and overall bigger mouth for complete satisfaction - both inside and out.'}, {'feature': 'Innovative Cruise Control\nWhen pressed against the body, SONA Cruise 2 automatically increases intensity for your controlled and consistent pleasure.'}, {'feature': ""Extra-Soft Silicone\nLELO's classic body-safe silicone design made even better with ultra-smooth premium silicone that's extra soft to the touch.""}, {'feature': 'Rechargeable & Fully Waterproof\nUsing the supplied USB charging cable, SONA 2 can go wherever you go, and the smooth, waterproof design is incredibly easy to keep clean.'}]","This powerful sonic massager delivers fast yet gentle sonic waves that stimulate the entire clitoris, inside and out. Cruise Control takes the wheel when you can't hold on anymore, to make sure your device stays in drive and keeps your orgasm deeply sensual and exactly right.",Lelo,7871,Lelo - SONA 2 Cruise - Mini Massager - Purple,149.0,126.65,,6472930,HardGood,7350075027871
Purple,New,,,,"[{'feature': '2 years'}, {'feature': 'Wide head for maximum surface stimulation'}, {'feature': '10 different vibration settings'}, {'feature': 'High quality body safe silicone'}, {'feature': 'Super soft, smooth and extremely flexible'}, {'feature': 'Fully waterproof for enjoyment in the bath or shower'}, {'feature': 'Ultra-hygienic & easy to clean'}, {'feature': 'Rechargeable lithium ion battery for more power and up to 4 hours of fun'}, {'feature': 'Quick charging USB cable included'}]","The plusOne vibrating personal massager is perfectly curved to reach just the right spot, with a vibrating head that provides the perfect amount of pressure. Compact yet powerful, it packs a delightful punch. With 10 vibration settings, the super soft body safe silicone will flutter over your body bringing pleasurable sensations just where you want them. Fully waterproof for play in the bath or shower. The plusOne personal massagers rechargeable lithium ion battery will power your pleasure for up to 4 hours of fun.",plusOne,6703,plusOne - Personal Massager - Purple,27.99,27.99,,6474008,HardGood,843445020406
Purple,New,4.5,22.0,,"[{'feature': 'Smoothing properties\nState-of-the-art sonic technology instantly removes unwanted facial hair and dead skin build up'}, {'feature': '2-in-1 treatment'}, {'feature': 'Quick and Easy'}, {'feature': 'Painless'}]",Sonicsmooth Dermaplaning System Modified for Home Use,MICHAEL TODD BEAUTY,811573030338,MICHAEL TODD BEAUTY - Sonicsmooth Dermaplaning System - Purple,119.0,119.0,,6477707,HardGood,811573031090
Purple,New,4.7,26.0,,"[{'feature': 'USB Rechargeable'}, {'feature': 'Targets rough and callused areas of skin on feet'}, {'feature': '3-in-1 with fine, medium and coarse files'}]",Expert Pedicure Foot Care Tool,MICHAEL TODD BEAUTY,811573030642,MICHAEL TODD BEAUTY - Pedimax Pedicure Foot Tool - Purple,59.0,59.0,,6477708,HardGood,811573030642
Purple,New,4.6,11.0,,"[{'feature': 'See clearer than a crystal ball\nPowerful 2-in-1 lens cleaning anti-fog formula dries quickly eliminating streaks and haze.'}, {'feature': 'Made in America\nWe proudly manufacture our Nano Magic Lens Wipes in Metro Detroit, Michigan.'}, {'feature': 'Non-abraisive Anti-reflective formula\nSave to use on any lense, goggle, face sheild or helmet.'}, {'feature': ""On the go!\nThe compact size of the towelettes are ideal when you're on the move.  Conveniently sized to fit in a purse, backpack, breifcase, back pocket or glove box.""}, {'feature': 'Convenient and easy\nEach pack contains 25 premoistened, individually packed wipes'}]",We get it. Your time is precious and so is your pocket space. We&#8217;ve got your back. Our team of mad scientists locked themselves in the lab conjuring the power of nanotechnology to infuse an Anti-Fog forcefield into our industry-leading lens cleaner to create the most powerful 2-in-1 lens cleaning anti-fog formula in the universe. Now conveniently in an on-the-go disposable wipe!,Nano Magic,892501NMWA,Nano Magic - 2 in 1 Anti Fog + Lens Cleaning Wipes 25 Pack,7.99,7.99,,6483006,HardGood,099895000677
